Brand,Mileage,EngineV,Engine Type,Registration,Model,Car_Age,Mileage_per_Year,log_price,is_luxury,Luxury_EngineV_Interaction,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Original_Price
Mercedes-Benz,134,5.0,Petrol,yes,S 500,17,7.88,10.292145542327912,1,5.0,False,False,True,False,False,29500.000000000025
BMW,335,2.8,Petrol,yes,528,29,11.55,8.779557455883728,1,2.8,False,False,True,False,False,6499.999999999995
Renault,66,1.5,Diesel,yes,Kangoo,11,6.0,9.017968479328726,0,0.0,False,False,False,False,True,8249.999999999993
Mercedes-Benz,172,3.5,Other,yes,ML 350,17,10.12,9.87816974455184,1,3.5,False,False,False,False,False,19500.000000000044
Mercedes-Benz,317,5.0,Petrol,yes,S 500,24,13.21,9.51044496442652,1,5.0,False,False,True,False,False,13499.999999999996
Mercedes-Benz,266,2.2,Diesel,yes,Vito,17,15.65,9.126958763037132,1,2.2,False,False,False,False,True,9200.000000000005
Volkswagen,265,2.0,Diesel,no,Passat B6,19,13.95,8.517193191416238,0,0.0,False,False,False,True,False,5000.000000000004
BMW,162,4.8,Petrol,yes,X5,18,9.0,10.081633737919605,1,4.8,False,False,False,False,False,23900.000000000062
BMW,81,3.0,Diesel,yes,730,15,5.4,10.51596683002862,1,3.0,False,False,True,False,False,36900.00000000008
BMW,253,1.8,Petrol,yes,318,30,8.43,9.093806555720231,1,1.8,False,True,False,False,False,8900.000000000002
Renault,200,1.9,Diesel,yes,Trafic,23,8.7,8.961879012677683,0,0.0,False,False,False,False,True,7799.999999999996
BMW,270,1.8,Petrol,no,318,30,9.0,7.408530566894626,1,1.8,False,False,True,False,False,1649.9999999999998
Mercedes-Benz,240,3.5,Petrol,yes,S 350,19,12.63,10.819778284410283,1,3.5,False,False,True,False,False,50000.00000000001
Renault,245,2.0,Diesel,yes,Trafic,17,14.41,9.179881164491476,0,0.0,False,False,False,False,True,9700.000000000022
Mercedes-Benz,127,2.2,Diesel,yes,Vito,20,6.35,9.21024036697585,1,2.2,False,False,False,False,True,9999.0
Audi,21,3.0,Petrol,yes,A6 Allroad,10,2.1,11.156236235215168,1,3.0,False,False,False,False,False,69998.99999999997
Mitsubishi,152,1.6,Petrol,yes,Lancer,18,8.44,8.779557455883728,0,0.0,False,False,True,False,False,6499.999999999995
Audi,267,1.9,Diesel,no,A6,22,12.14,8.366370301681654,1,1.9,False,False,True,False,False,4300.0
Audi,267,2.5,Diesel,no,A6,26,10.27,8.006367567650246,1,2.5,False,False,True,False,False,2999.9999999999977
Mercedes-Benz,240,2.2,Diesel,yes,E-Class,25,9.6,9.071078304642676,1,2.2,False,False,True,False,False,8700.000000000004
Renault,178,2.0,Petrol,yes,Scenic,17,10.47,9.104979856318357,0,0.0,False,False,False,True,False,9000.000000000004
Mercedes-Benz,190,1.8,Gas,yes,E-Class,14,13.57,9.923290179832309,1,1.8,False,False,True,False,False,20400.000000000022
BMW,175,3.0,Petrol,no,330,19,9.21,9.104979856318357,1,3.0,False,False,True,False,False,9000.000000000004
Mercedes-Benz,105,1.8,Petrol,yes,E-Class,19,5.53,9.503009985939002,1,1.8,False,False,True,False,False,13399.99999999999
Volkswagen,195,1.9,Diesel,no,Passat B5,24,8.12,8.216088098632316,0,0.0,False,False,True,False,False,3699.9999999999995
Volkswagen,126,2.0,Diesel,yes,Caddy,13,9.69,9.195226734166134,0,0.0,False,False,False,False,True,9849.999999999995
Audi,420,2.0,Diesel,no,A3,21,20.0,8.216088098632316,1,2.0,True,False,False,False,False,3699.9999999999995
Toyota,195,4.0,Gas,yes,Land Cruiser Prado,22,8.86,9.6614159913364,0,0.0,False,False,False,False,False,15700.000000000002
Mercedes-Benz,180,2.2,Diesel,yes,E-Class,13,13.85,10.106428396532818,1,2.2,False,False,True,False,False,24500.0
Mitsubishi,195,1.6,Gas,yes,Lancer,18,10.83,8.922658299524402,0,0.0,False,False,True,False,False,7500.000000000001
Volkswagen,231,2.5,Diesel,yes,Caravelle,23,10.04,9.39182824802156,0,0.0,False,False,False,False,True,11989.99999999999
Volkswagen,51,1.4,Petrol,yes,Polo,11,4.64,9.525771357380366,0,0.0,True,False,False,False,False,13708.5
BMW,287,2.5,Gas,yes,525,26,11.04,9.011889433252344,1,2.5,False,False,True,False,False,8199.999999999998
Renault,222,1.5,Diesel,yes,Kangoo,16,13.88,8.85352256068954,0,0.0,False,False,False,False,True,6998.999999999996
Renault,214,1.5,Diesel,yes,Megane,21,10.19,8.817297783866575,0,0.0,False,False,False,True,False,6749.999999999997
Audi,245,3.0,Diesel,yes,A8,19,12.89,9.825526011066415,1,3.0,False,False,True,False,False,18499.999999999985
Toyota,83,2.0,Petrol,yes,Avensis,16,5.19,9.567944883732848,0,0.0,False,False,True,False,False,14299.000000000005
Mercedes-Benz,210,3.2,Diesel,yes,GL 320,18,11.67,10.257659366256744,1,3.2,False,False,False,False,False,28500.00000000007
Mitsubishi,89,3.8,Petrol,yes,Pajero Wagon,17,5.24,9.740968623038354,0,0.0,False,False,False,False,False,17000.00000000001
Mercedes-Benz,130,4.7,Gas,yes,GL 450,17,7.65,10.154246270883313,1,4.7,False,False,False,False,False,25700.00000000004
Audi,333,2.5,Diesel,no,A6,25,13.32,7.882314918980268,1,2.5,False,False,False,True,False,2650.0
Mitsubishi,116,1.5,Petrol,yes,Lancer X,17,6.82,9.047821442478408,0,0.0,False,False,True,False,False,8500.000000000005
Mercedes-Benz,405,2.0,Diesel,yes,200,33,12.27,8.294049640102028,1,2.0,False,False,True,False,False,3999.9999999999995
Renault,131,1.5,Diesel,yes,Kangoo,14,9.36,9.305650551780507,0,0.0,False,True,False,False,False,10999.999999999998
Mercedes-Benz,138,2.0,Petrol,yes,E-Class,18,7.67,9.581903928408666,1,2.0,False,False,True,False,False,14500.000000000004
BMW,50,2.5,Petrol,yes,520,37,1.35,8.318498320504338,1,2.5,False,False,True,False,False,4099.000000000001
Volkswagen,1,2.0,Petrol,yes,Tiguan,11,0.09,10.357742824813725,0,0.0,False,False,False,False,False,31500.000000000015
Renault,207,1.5,Diesel,yes,Kangoo,22,9.41,8.411832675758411,0,0.0,False,False,False,False,True,4500.000000000001
Volkswagen,207,1.9,Diesel,yes,Caddy,21,9.86,8.809862805379057,0,0.0,False,True,False,False,False,6699.9999999999945
Mitsubishi,31,2.4,Petrol,yes,Outlander XL,14,2.21,9.94270826568941,0,0.0,False,False,False,False,False,20800.000000000007
Mercedes-Benz,0,2.98,Diesel,yes,GLS 350,9,0.0,11.58987724680423,1,2.98,False,False,False,False,False,107998.99999999996
BMW,334,2.0,Diesel,no,320,26,12.85,8.160518247477505,1,2.0,False,False,True,False,False,3499.9999999999995
Audi,18,1.8,Other,yes,A5,10,1.8,10.571316925111784,1,1.8,False,False,True,False,False,39000.00000000002
Toyota,150,4.7,Gas,yes,Land Cruiser 100,23,6.52,9.51044496442652,0,0.0,False,False,False,False,False,13499.999999999996
Mitsubishi,175,1.6,Petrol,yes,Lancer,18,9.72,8.724207360800564,0,0.0,False,False,True,False,False,6150.000000000005
BMW,76,4.4,Petrol,yes,X6 M,15,5.07,10.72546760493904,1,4.4,False,False,False,False,False,45499.99999999989
BMW,295,2.0,Petrol,yes,520,31,9.52,8.496990484098719,1,2.0,False,False,True,False,False,4900.000000000004
BMW,5,2.0,Petrol,yes,Z4,11,0.45,10.757902880692196,1,2.0,False,True,False,False,False,47000.00000000002
Toyota,190,2.7,Gas,yes,Land Cruiser Prado,20,9.5,9.862665558015872,0,0.0,False,False,False,False,False,19199.999999999975
Mitsubishi,119,2.4,Gas,yes,Outlander,17,7.0,9.314700387300425,0,0.0,False,False,False,False,False,11099.999999999993
Mitsubishi,139,1.5,Other,yes,Lancer X,13,10.69,9.011889433252344,0,0.0,False,False,True,False,False,8199.999999999998
Volkswagen,235,2.0,Petrol,yes,Passat B6,18,13.06,9.239899174217728,0,0.0,False,False,True,False,False,10300.000000000005
Renault,210,1.1,Diesel,yes,Scenic,15,14.0,9.39182824802156,0,0.0,False,False,False,False,True,11989.99999999999
BMW,33,2.0,Diesel,yes,520,11,3.0,10.75363848190574,1,2.0,False,False,True,False,False,46800.000000000124
Volkswagen,260,1.8,Gas,no,Golf III,31,8.39,7.313220387090301,0,0.0,False,True,False,False,False,1500.0
BMW,156,4.4,Gas,no,X5,23,6.78,8.756210091886738,1,4.4,False,False,False,False,False,6350.000000000002
Mercedes-Benz,155,1.5,Petrol,yes,A 150,20,7.75,9.093806555720231,1,1.5,True,False,False,False,False,8900.000000000002
Mercedes-Benz,160,3.0,Diesel,yes,Vito,18,8.89,9.449357272446685,1,3.0,False,False,False,False,True,12700.000000000027
Mitsubishi,207,1.6,Gas,yes,Lancer,18,11.5,8.987196820661973,0,0.0,False,False,True,False,False,8000.0
Toyota,63,4.0,Petrol,yes,FJ Cruiser,17,3.71,10.292145542327912,0,0.0,False,False,False,False,False,29500.000000000025
Renault,208,1.5,Diesel,yes,Kangoo,17,12.24,8.867850063029406,0,0.0,False,False,False,False,True,7099.999999999997
Renault,103,2.5,Gas,yes,Koleos,15,6.87,9.291920358968603,0,0.0,False,False,False,False,False,10849.999999999976
Volkswagen,57,2.0,Diesel,yes,Passat B7,12,4.75,10.203592144986466,0,0.0,False,False,True,False,False,26999.999999999996
Volkswagen,64,2.0,Petrol,yes,Scirocco,14,4.57,9.803667217253915,0,0.0,False,True,False,False,False,18099.999999999967
BMW,137,5.0,Other,yes,M5,20,6.85,10.203592144986466,1,5.0,False,False,True,False,False,26999.999999999996
BMW,300,2.2,Petrol,yes,320,23,13.04,9.103868127465669,1,2.2,False,True,False,False,False,8990.000000000024
Toyota,82,2.7,Petrol,yes,Venza,12,6.83,10.401227936753465,0,0.0,False,False,False,False,False,32900.000000000044
BMW,163,4.8,Petrol,yes,X5,17,9.59,10.146433731146518,1,4.8,False,True,False,False,False,25500.0
Toyota,153,2.0,Petrol,yes,Rav 4,22,6.95,9.093806555720231,0,0.0,False,False,False,False,False,8900.000000000002
Audi,190,3.0,Petrol,yes,A6,19,10.0,9.388486557359656,1,3.0,False,False,True,False,False,11949.999999999987
Mercedes-Benz,125,2.2,Diesel,yes,E-Class,15,8.33,10.030120203469494,1,2.2,False,False,True,False,False,22699.999999999996
BMW,165,2.2,Gas,yes,520,22,7.5,9.472704636443671,1,2.2,False,False,True,False,False,12999.999999999967
Audi,60,2.0,Petrol,yes,A5,14,4.29,10.126631103850338,1,2.0,False,True,False,False,False,25000.0
Toyota,119,4.0,Gas,yes,Land Cruiser Prado,17,7.0,10.19988156558993,0,0.0,False,False,False,False,False,26899.999999999985
Mercedes-Benz,0,2.2,Diesel,yes,V 250,9,0.0,11.382554786308235,1,2.2,False,False,False,False,True,87777.00000000007
Volkswagen,200,2.0,Diesel,yes,Caddy,17,11.76,8.699514748210191,0,0.0,False,False,False,False,True,5999.999999999995
Audi,257,2.5,Diesel,yes,A6,22,11.68,9.190137664658664,1,2.5,False,False,False,True,False,9800.000000000007
Audi,197,2.0,Diesel,yes,A6,19,10.37,9.539644119118783,1,2.0,False,True,False,False,False,13900.000000000002
Renault,164,2.5,Diesel,yes,Trafic,16,10.25,9.409191230721348,0,0.0,False,False,False,False,True,12199.999999999996
Mercedes-Benz,205,2.7,Diesel,yes,ML 270,20,10.25,9.51044496442652,1,2.7,False,False,False,False,False,13499.999999999996
BMW,200,4.8,Petrol,yes,X5,20,10.0,9.803667217253915,1,4.8,False,False,False,False,False,18099.999999999967
BMW,200,3.0,Diesel,yes,X5,15,13.33,10.404262840448617,1,3.0,False,False,False,False,False,32999.99999999998
Volkswagen,145,1.4,Petrol,yes,Tiguan,14,10.36,9.735068900911164,0,0.0,False,False,False,False,False,16899.999999999993
Mercedes-Benz,110,1.8,Petrol,yes,C-Class,14,7.86,9.998797732340453,1,1.8,False,False,True,False,False,22000.0
Volkswagen,195,3.2,Petrol,yes,Passat B6,18,10.83,9.277999020449997,0,0.0,False,False,True,False,False,10699.99999999999
Mercedes-Benz,226,2.2,Diesel,yes,E-Class,25,9.04,8.961879012677683,1,2.2,False,False,True,False,False,7799.999999999996
Mercedes-Benz,184,1.8,Gas,yes,E-Class,17,10.82,9.75846178048587,1,1.8,False,False,True,False,False,17299.999999999996
BMW,16,3.0,Diesel,yes,730,11,1.45,11.156250521031495,1,3.0,False,False,True,False,False,69999.99999999994
Volkswagen,118,1.4,Petrol,no,Lupo,24,4.92,7.696212639346407,0,0.0,True,False,False,False,False,2199.9999999999995
BMW,256,2.2,Petrol,yes,5 Series,23,11.13,9.093806555720231,1,2.2,False,False,True,False,False,8900.000000000002
Mercedes-Benz,33,1.6,Petrol,yes,CLA 200,12,2.75,10.360912399575003,1,1.6,False,False,True,False,False,31599.999999999993
Volkswagen,168,1.9,Diesel,yes,T5 (Transporter),19,8.84,8.974618038455112,0,0.0,False,True,False,False,False,7899.999999999996
Toyota,97,3.5,Petrol,yes,Highlander,13,7.46,10.257659366256744,0,0.0,False,False,False,False,False,28500.00000000007
Renault,140,1.5,Diesel,yes,Kangoo,13,10.77,8.83927669058535,0,0.0,False,False,False,False,True,6899.999999999999
BMW,280,2.5,Diesel,yes,525,25,11.2,9.088172738001974,1,2.5,False,False,False,True,False,8849.999999999993
Renault,164,1.4,Petrol,yes,Kangoo,26,6.31,8.039157390473237,0,0.0,False,False,False,False,True,3099.9999999999986
BMW,250,2.5,Petrol,yes,525,25,10.0,9.093806555720231,1,2.5,False,False,True,False,False,8900.000000000002
Renault,130,1.4,Petrol,yes,Megane,20,6.5,8.716044050161402,0,0.0,False,False,True,False,False,6099.999999999998
BMW,260,1.8,Petrol,no,318,29,8.97,7.24422751560335,1,1.8,False,False,True,False,False,1399.9999999999998
Volkswagen,93,1.6,Diesel,yes,Caddy,13,7.15,9.0825070004663,0,0.0,False,False,False,False,True,8800.000000000024
Renault,176,2.0,Diesel,yes,Trafic,12,14.67,9.239802082125802,0,0.0,False,True,False,False,False,10299.000000000005
Renault,170,1.6,Petrol,yes,Megane,21,8.1,8.779557455883728,0,0.0,False,False,True,False,False,6499.999999999995
Toyota,151,1.6,Gas,yes,Corolla,18,8.39,9.116029692504942,0,0.0,False,False,True,False,False,9100.000000000002
Volkswagen,95,1.4,Petrol,yes,Polo,15,6.33,9.20532783015264,0,0.0,True,False,False,False,False,9950.00000000002
Toyota,260,4.7,Gas,yes,Land Cruiser 100,22,11.82,10.106428396532818,0,0.0,False,False,False,False,False,24500.0
Audi,27,3.0,Diesel,yes,Q7,12,2.25,10.849337086651827,1,3.0,False,False,False,False,False,51499.999999999985
Volkswagen,290,1.9,Diesel,yes,T5 (Transporter),17,17.06,9.464982590349765,0,0.0,False,False,False,False,True,12900.000000000015
Mercedes-Benz,250,2.2,Diesel,yes,Vito,19,13.16,8.987196820661973,1,2.2,False,False,False,False,True,8000.0
Mitsubishi,112,2.4,Petrol,yes,Galant,18,6.22,8.99961934066053,0,0.0,False,False,True,False,False,8099.999999999999
Renault,164,2.0,Diesel,yes,Trafic,13,12.62,9.22029070282935,0,0.0,False,False,False,False,True,10099.999999999998
BMW,300,2.5,Diesel,no,5 Series,28,10.71,7.549609165154532,1,2.5,False,False,True,False,False,1900.0000000000005
Renault,187,2.0,Diesel,yes,Trafic,13,14.38,9.287301413112312,0,0.0,False,False,False,False,True,10800.000000000007
Audi,234,4.2,Gas,no,A8,21,11.14,8.987196820661973,1,4.2,False,False,True,False,False,8000.0
Mercedes-Benz,120,2.6,Petrol,yes,CLK 240,21,5.71,9.635608107380529,1,2.6,False,True,False,False,False,15300.000000000031
Volkswagen,182,1.9,Diesel,no,Golf IV,27,6.74,7.762170607138205,0,0.0,True,False,False,False,False,2350.0000000000005
BMW,5,0.65,Other,yes,I3,10,0.5,10.568440998725292,1,0.65,False,False,False,True,False,38888.00000000001
Toyota,0,4.5,Diesel,yes,Land Cruiser 200,9,0.0,11.512915464920228,0,0.0,False,False,False,False,False,99999.0
Volkswagen,110,1.8,Petrol,yes,Passat B7,13,8.46,9.778491062361445,0,0.0,False,False,True,False,False,17650.000000000033
Volkswagen,237,2.5,Diesel,yes,Multivan,20,11.85,9.47262771040802,0,0.0,False,False,False,False,True,12999.000000000007
Mercedes-Benz,90,1.8,Petrol,yes,C-Class,17,5.29,9.825526011066415,1,1.8,False,True,False,False,False,18499.999999999985
Volkswagen,195,2.0,Petrol,yes,Passat B6,19,10.26,9.126958763037132,0,0.0,False,False,True,False,False,9200.000000000005
Volkswagen,1,1.6,Other,yes,Polo,9,0.11,9.581903928408666,0,0.0,False,False,True,False,False,14500.000000000004
Volkswagen,18,1.6,Diesel,yes,Passat B7,14,1.29,9.798127036878302,0,0.0,False,False,False,True,False,18000.000000000007
Mercedes-Benz,250,1.7,Diesel,yes,Vaneo,22,11.36,8.824677891164198,1,1.7,False,False,False,False,True,6799.999999999999
BMW,73,2.0,Petrol,yes,X1,14,5.21,9.9281801651265,1,2.0,False,False,False,False,False,20500.000000000015
BMW,100,5.0,Petrol,yes,M5,20,5.0,10.23995978915734,1,5.0,False,True,False,False,False,27999.999999999953
Volkswagen,130,2.0,Diesel,yes,T5 (Transporter) ,14,9.29,9.273315171137572,0,0.0,False,False,False,False,True,10650.000000000007
Volkswagen,30,1.4,Petrol,yes,Scirocco,12,2.5,9.918376165029878,0,0.0,False,True,False,False,False,20299.999999999985
Volkswagen,267,1.9,Diesel,no,Passat B5,26,10.27,8.006367567650246,0,0.0,False,False,False,True,False,2999.9999999999977
Toyota,112,4.5,Gas,yes,Land Cruiser 100,18,6.22,10.136581434703508,0,0.0,False,False,False,False,False,25250.000000000062
Mitsubishi,245,1.3,Petrol,no,Colt,29,8.45,7.236339342754344,0,0.0,True,False,False,False,False,1389.0000000000005
Mercedes-Benz,174,4.0,Diesel,yes,S 400,20,8.7,9.775654181026242,1,4.0,False,False,True,False,False,17599.999999999985
Mercedes-Benz,180,2.2,Diesel,yes,Vito,18,10.0,9.560997243589352,1,2.2,False,False,False,False,True,14199.999999999995
BMW,270,4.6,Gas,yes,X5,21,12.86,9.525151111816216,1,4.6,False,False,False,False,False,13699.999999999996
Mercedes-Benz,187,5.5,Petrol,yes,S 550,18,10.39,10.081633737919605,1,5.5,False,False,True,False,False,23900.000000000062
Volkswagen,144,3.6,Petrol,yes,Passat CC,12,12.0,10.373491181781864,0,0.0,False,False,True,False,False,32000.000000000007
BMW,267,2.0,Gas,yes,520,34,7.85,8.433594167539924,1,2.0,False,False,True,False,False,4599.000000000003
Volkswagen,300,1.9,Diesel,no,Passat B5,27,11.11,7.762170607138205,0,0.0,False,False,True,False,False,2350.0000000000005
Audi,160,2.0,Petrol,yes,A4 Allroad,15,10.67,9.903437551286084,1,2.0,False,False,False,True,False,19998.999999999945
BMW,78,2.0,Petrol,yes,528,13,6.0,10.271596874100524,1,2.0,False,False,True,False,False,28900.00000000002
Volkswagen,300,2.8,Gas,yes,Passat B4,29,10.34,8.242756345714477,0,0.0,False,False,True,False,False,3800.0000000000014
Volkswagen,300,1.3,Petrol,yes,Golf II,36,8.33,7.495541943884256,0,0.0,False,True,False,False,False,1800.0000000000005
Volkswagen,201,2.0,Petrol,yes,Passat B6,18,11.17,9.179881164491476,0,0.0,False,False,True,False,False,9700.000000000022
Mitsubishi,1,2.5,Diesel,yes,L 200,9,0.11,10.140226269364646,0,0.0,False,True,False,False,False,25342.2
Volkswagen,1,1.6,Diesel,yes,Jetta,9,0.11,10.1226230824528,0,0.0,False,False,True,False,False,24900.000000000004
Renault,140,1.4,Petrol,yes,Logan,14,10.0,8.51699317141357,0,0.0,False,False,True,False,False,4999.000000000002
BMW,390,2.5,Petrol,yes,525,34,11.47,8.45531778769815,1,2.5,False,False,True,False,False,4699.999999999997
Mercedes-Benz,1,2.8,Petrol,yes,E-Class,28,0.04,8.51699317141357,1,2.8,False,False,True,False,False,4999.000000000002
Mercedes-Benz,350,2.7,Diesel,yes,E-Class,25,14.0,9.137662146478196,1,2.7,False,False,True,False,False,9298.999999999984
Mercedes-Benz,130,5.5,Petrol,yes,S 550,18,7.22,10.126631103850338,1,5.5,False,False,True,False,False,25000.0
Mitsubishi,148,3.0,Gas,yes,Pajero Sport,17,8.71,9.464982590349765,0,0.0,False,False,False,False,False,12900.000000000015
Audi,189,2.5,Diesel,yes,A6,22,8.59,9.179881164491476,1,2.5,False,False,False,True,False,9700.000000000022
Renault,64,2.0,Diesel,yes,Trafic,11,5.82,9.22029070282935,0,0.0,False,False,False,False,True,10099.999999999998
BMW,296,3.0,Diesel,no,730,24,12.33,7.937374696163295,1,3.0,False,False,True,False,False,2799.9999999999995
Mercedes-Benz,350,2.9,Diesel,yes,Sprinter 312,25,14.0,9.51044496442652,1,2.9,False,False,False,False,True,13499.999999999996
Mitsubishi,125,1.8,Petrol,yes,Lancer X Sportback,16,7.81,9.093806555720231,0,0.0,True,False,False,False,False,8900.000000000002
Mercedes-Benz,0,3.0,Diesel,yes,GLS 350,9,0.0,11.60822655382414,1,3.0,False,False,False,False,False,109999.00000000007
Mercedes-Benz,180,3.2,Gas,yes,E-Class,21,8.57,9.35010231435134,1,3.2,False,False,True,False,False,11499.999999999976
BMW,82,3.0,Petrol,yes,X6,15,5.47,10.51596683002862,1,3.0,False,False,False,False,False,36900.00000000008
Toyota,150,4.0,Gas,yes,Land Cruiser Prado,15,10.0,10.41030515490458,0,0.0,False,False,False,False,False,33200.00000000003
Volkswagen,253,2.5,Diesel,yes,T5 (Transporter),17,14.88,9.230142999272362,0,0.0,False,False,False,False,True,10199.99999999999
Volkswagen,0,1.6,Petrol,yes,Jetta,9,0.0,9.74090979777877,0,0.0,False,False,True,False,False,16998.999999999996
Toyota,179,3.0,Gas,yes,Camry,20,8.95,9.287301413112312,0,0.0,False,False,True,False,False,10800.000000000007
Mercedes-Benz,99,2.99,Diesel,yes,E-Class,14,7.07,10.477287975463508,1,2.99,False,True,False,False,False,35500.00000000002
Volkswagen,156,1.6,Petrol,yes,Golf Plus,18,8.67,9.20029003612268,0,0.0,True,False,False,False,False,9899.999999999995
Renault,91,1.5,Diesel,yes,Scenic,17,5.35,8.974618038455112,0,0.0,False,False,False,True,False,7899.999999999996
Mercedes-Benz,216,2.2,Diesel,yes,E-Class,18,12.0,9.539644119118783,1,2.2,False,False,True,False,False,13900.000000000002
Volkswagen,102,1.8,Petrol,yes,Passat CC,14,7.29,9.903487552536127,0,0.0,False,False,True,False,False,19999.99999999998
